eta,0.540,0.540,0.550,0.480,0.480,0.540,0.540,0.550,0.480,0.480,0.842,0.842,0.842,0.787,0.787,0.818,0.818,0.931,0.896,0.896,0.926,0.926,0.947,0.917,0.917,0.895,0.895,0.931,0.927,0.927,0.868,0.868,0.922,0.908,0.908,0.861,0.861,0.896,0.859,0.859,0.861,0.861,0.896,0.859,0.859
p_in,0.00,0.05,0.09,0.18,0.36,0.54,0.72,0.9,1
soc,0,15,50,85,100
